REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
9,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.014758432601512383
9,max_synergy_path_10q,rbf_matched,-0.03397297593273252
9,stable_synergy_path_10q,rbf_matched,-0.005630507692421571
9,max_synergy_path_20q_duplicate,rbf_matched,-0.14519246668263197
9,max_synergy_path_20q_complementary,rbf_matched,-0.010244932224008352
9,stable_synergy_path_20q_duplicate,rbf_matched,-0.01524767722918946
9,stable_synergy_path_20q_complementary,rbf_matched,-0.010007512826450238
9,max_synergy_path_10q,random_forest,-0.04296285816979628
9,stable_synergy_path_10q,random_forest,-0.014620389929485333
9,max_synergy_path_20q_duplicate,random_forest,-0.15418234891969573
9,max_synergy_path_20q_complementary,random_forest,-0.019234814461072114
9,stable_synergy_path_20q_duplicate,random_forest,-0.024237559466253222
9,stable_synergy_path_20q_complementary,random_forest,-0.018997395063514
10,max_synergy_path_10q,current_order_10q,-0.0064009874614976425
10,stable_synergy_path_10q,current_order_10q,0.042024817847816476
10,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.10463340173622745
10,max_synergy_path_20q_complementary,current_order_20q_complementary,0.003714680499410372
10,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.0004953474430587912
10,stable_synergy_path_20q_complementary,current_order_20q_complementary,-0.015668536283234225
10,max_synergy_path_10q,quantum_iqp_zz_linear,-0.0064009874614976425
10,stable_synergy_path_10q,quantum_iqp_zz_linear,0.042024817847816476
10,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.04730297398697195
10,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.04295363601547936
10,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.05683508030619672
10,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.02357041923283476
10,max_synergy_path_10q,rbf_matched,-0.013496739871442065
10,stable_synergy_path_10q,rbf_matched,0.03492906543787205
10,max_synergy_path_20q_duplicate,rbf_matched,-0.05439872639691637
10,max_synergy_path_20q_complementary,rbf_matched,0.035857883605534935
10,stable_synergy_path_20q_duplicate,rbf_matched,0.049739327896252294
10,stable_synergy_path_20q_complementary,rbf_matched,0.016474666822890338
10,max_synergy_path_10q,random_forest,-0.10667246263633695
10,stable_synergy_path_10q,random_forest,-0.05824665732702283
10,max_synergy_path_20q_duplicate,random_forest,-0.14757444916181126
10,max_synergy_path_20q_complementary,random_forest,-0.05731783915935995
10,stable_synergy_path_20q_duplicate,random_forest,-0.04343639486864259
10,stable_synergy_path_20q_complementary,random_forest,-0.07670105594200455
11,max_synergy_path_10q,current_order_10q,8.167525622959637e-05
